Country,Year,fertility,life,population,child_mortality,gdp
Ethiopia,1996,6.935,49.825,58774378,168.3,630
Ethiopia,1997,6.861,50.407,60481739,162,630
Ethiopia,1998,6.769,50.997,62174171,156.2,591
Ethiopia,1999,6.659,51.603,63868806,150.8,604
Ethiopia,2000,6.529,52.245,65577897,145.1,623
Ethiopia,2001,6.38,52.952,67303731,139,656
Ethiopia,2002,6.218,53.742,69040669,132.2,647
Ethiopia,2003,6.046,54.619,70784012,124.8,615
Ethiopia,2004,5.87,55.573,72526620,117,679
Ethiopia,2005,5.693,56.585,74263861,109.1,738
Ethiopia,2006,5.52,57.63,75993403,101.3,796
Ethiopia,2007,5.353,58.67,77718436,93.8,863
Ethiopia,2008,5.193,59.673,79446419,86.9,931
Ethiopia,2009,5.043,60.617,81187751,80.8,986
Ethiopia,2010,4.902,61.486,82949541,75.7,1081
Ethiopia,2011,4.769,62.271,84734262,71.3,1171
Ethiopia,2012,4.642,62.983,86538534,67.7,1240
Ethiopia,2013,4.519,63.635,88356373,64.6,1336
Fiji,1964,5.676,57.545,450447,61.7,3671
Fiji,1965,5.475,57.95,463885,60,3471
Fiji,1966,5.278,58.35,476334,58.5,3382
Fiji,1967,5.083,58.741,487922,57.3,3744
Fiji,1968,4.892,59.123,498903,56.4,3953
Fiji,1969,4.71,59.495,509680,55.8,3971
Fiji,1970,4.543,59.857,520555,55.3,4384
Fiji,1971,4.397,60.207,531631,54.9,4590
Fiji,1972,4.275,60.546,542846,54.6,4834
Fiji,1973,4.178,60.873,554147,54.2,5287
Fiji,1974,4.106,61.191,565426,53.6,5319
Fiji,1975,4.054,61.5,576634,52.8,5245
Fiji,1976,4.018,61.803,587565,51.6,5291
Fiji,1977,3.992,62.102,598298,50,5506
Fiji,1978,3.968,62.397,609387,48.2,5510
Fiji,1979,3.941,62.689,621579,46.1,6066
Fiji,1980,3.907,62.978,635297,44,5843
Fiji,1981,3.864,63.262,651006,42,6066
Fiji,1982,3.813,63.54,668259,40,5560
Fiji,1983,3.755,63.811,685461,38.3,5208
Fiji,1984,3.693,64.074,700434,36.8,5528
Fiji,1985,3.629,64.329,711703,35.4,5193
Fiji,1986,3.568,64.577,718535,34.1,5545
Fiji,1987,3.512,64.818,721637,33,5160
Fiji,1988,3.465,65.054,722753,31.8,5204
Fiji,1989,3.427,65.284,724404,30.8,5583
Fiji,1990,3.398,65.51,728390,29.8,5694
Fiji,1991,3.374,65.731,735262,28.8,5488
Fiji,1992,3.352,65.948,744396,28,5751
Fiji,1993,3.33,66.161,754981,27.2,5792
Fiji,1994,3.305,66.37,765725,26.6,6002
Fiji,1995,3.276,66.575,775651,26.2,6073
Fiji,1996,3.244,66.777,784713,25.8,6291
Fiji,1997,3.209,66.976,793165,25.4,6087
Fiji,1998,3.171,67.172,800685,25.1,6108
Fiji,1999,3.132,67.365,806927,24.8,6594
Fiji,2000,3.09,67.553,811718,24.5,6444
Fiji,2001,3.046,67.734,814780,24.2,6548
Fiji,2002,3.001,67.91,816336,23.9,6745
Fiji,2003,2.954,68.079,817339,23.7,6804
Fiji,2004,2.907,68.243,819102,23.7,7149
Fiji,2005,2.86,68.405,822553,23.7,7169
Fiji,2006,2.816,68.567,828046,23.8,7253
Fiji,2007,2.774,68.733,835267,23.9,7128
Fiji,2008,2.736,68.903,843651,24,7129
Fiji,2009,2.701,69.078,852323,24,6959
Fiji,2010,2.67,69.258,860623,23.9,7098
Fiji,2011,2.641,69.442,868406,23.7,7228
Fiji,2012,2.615,69.626,875822,23.5,7303
Fiji,2013,2.588,69.81,882863,23.2,7502
Finland,1964,2.58,69.37,4545748,21.3,12389
Finland,1965,2.46,69.13,4564002,20.2,13006
Finland,1966,2.41,69.65,4576277,19.3,13269
Finland,1967,2.32,69.83,4583461,18.4,13477
Finland,1968,2.15,69.79,4588404,17.6,13726
Finland,1969,1.94,69.67,4595003,16.9,15058
Finland,1970,1.83,70.36,4605998,16.1,16245
Finland,1971,1.7,70.18,4622759,15.4,16564
Finland,1972,1.59,70.87,4644371,14.6,17722
Finland,1973,1.5,71.38,4668510,13.8,18804
Finland,1974,1.62,71.3,4691674,13.1,19273
Finland,1975,1.69,71.85,4711432,12.2,19409
Finland,1976,1.72,72,4726845,11.4,19268
Finland,1977,1.69,72.52,4739016,10.6,19261
Finland,1978,1.65,73.08,4750001,9.9,19608
Finland,1979,1.64,73.37,4762803,9.2,20918
Finland,1980,1.63,73.66,4779488,8.7,21965
Finland,1981,1.65,73.98,4800928,8.2,22279
Finland,1982,1.72,74.55,4826163,7.9,22873
Finland,1983,1.74,74.46,4853221,7.6,23351
Finland,1984,1.7,74.77,4879235,7.4,23926
Finland,1985,1.64,74.44,4902206,7.3,24630
Finland,1986,1.6,74.8,4921232,7.3,25133
Finland,1987,1.59,74.83,4937130,7.2,26086
Finland,1988,1.7,74.79,4951685,7.1,27282
Finland,1989,1.71,75.01,4967527,6.9,28735
Finland,1990,1.79,75.04,4986441,6.7,28599
Finland,1991,1.8,75.45,5009160,6.4,26761
Finland,1992,1.85,75.7,5034766,6.1,25726
Finland,1993,1.81,75.94,5061394,5.8,25414
Finland,1994,1.85,76.64,5086368,5.5,26301
Finland,1995,1.81,76.66,5107802,5.2,27303
Finland,1996,1.76,76.94,5125177,4.9,28210
Finland,1997,1.75,77.13,5139257,4.7,29884
Finland,1998,1.71,77.34,5151024,4.6,31423
Finland,1999,1.73,77.53,5161995,4.4,32743
Finland,2000,1.73,77.76,5173370,4.3,34517
Finland,2001,1.73,78.23,5185180,4.2,35327
Finland,2002,1.72,78.37,5197305,4.1,35834
Finland,2003,1.76,78.63,5210595,4,36461
Finland,2004,1.8,78.96,5226067,3.9,37783
Finland,2005,1.8,79.09,5244342,3.8,38700
Finland,2006,1.84,79.49,5265936,3.6,40115
Finland,2007,1.83,79.53,5290431,3.5,42016
Finland,2008,1.85,79.699,5316334,3.3,42122
Finland,2009,1.86,79.783,5341546,3.2,38455
Finland,2010,1.87,79.987,5364546,3,39425
Finland,2011,1.83,80.18,5384770,2.9,40251
Finland,2012,1.8,80.362,5402627,2.7,39489
Finland,2013,1.853,80.535,5418763,2.6,38788
France,1964,2.8,71.32,48194218,23.4,13969
France,1965,2.772,71.15,48754817,22.3,14514
France,1966,2.73,71.56,49238715,21.4,15158
France,1967,2.679,71.55,49655097,20.6,15759
France,1968,2.621,71.54,50026522,19.9,16321
France,1969,2.557,71.27,50387730,19.1,17339
France,1970,2.488,72.16,50763212,18.2,18185
France,1971,2.412,72.13,51161640,17.4,18891
France,1972,2.327,72.38,51572812,16.6,19570
France,1973,2.237,72.54,51980081,15.9,20486
France,1974,2.144,72.89,52358648,15.4,20997
France,1975,2.055,72.98,52691826,15,20851
France,1976,1.977,73.22,52974009,14.5,21661
France,1977,1.915,73.83,53214788,13.9,22270
France,1978,1.871,73.95,53431051,13.3,22928
France,1979,1.845,74.26,53646954,12.8,23647
France,1980,1.834,74.35,53880143,12.4,23962
France,1981,1.836,74.51,54135673,11.9,24186
France,1982,1.842,74.89,54408866,11.5,24753
France,1983,1.846,74.87,54695692,11.1,25188
France,1984,1.847,75.37,54988578,10.7,25497
France,1985,1.841,75.47,55281465,10.3,25917
France,1986,1.827,75.75,55575215,10,26453
France,1987,1.81,76.34,55870924,9.8,26963
France,1988,1.791,76.57,56162822,9.6,28101
France,1989,1.771,76.69,56443567,9.3,28942
France,1990,1.752,76.98,56708260,9,29476
France,1991,1.736,77.17,56956057,8.6,29707
France,1992,1.724,77.46,57189616,8.1,30033
France,1993,1.717,77.5,57412239,7.6,29719
France,1994,1.717,77.94,57628904,7,30303
France,1995,1.723,78.06,57844501,6.5,30823
France,1996,1.735,78.27,58057570,6.1,31141
France,1997,1.751,78.62,58270419,5.8,31756
France,1998,1.772,78.79,58496138,5.6,32764
France,1999,1.795,78.92,58751572,5.5,33707
France,2000,1.819,79.23,59047795,5.4,34774
France,2001,1.844,79.41,59390720,5.3,35197
France,2002,1.869,79.57,59774531,5.1,35333
France,2003,1.893,79.57,60183884,4.9,35371
France,2004,1.916,80.5,60596691,4.7,36090
France,2005,1.936,80.47,60996506,4.6,36395
France,2006,1.952,80.88,61378065,4.5,37001
France,2007,1.964,81.14,61744596,4.4,37641
France,2008,1.973,81.254,62098413,4.3,37505
France,2009,1.978,81.17,62444770,4.3,36215
France,2010,1.981,81.35,62787427,4.3,36745
France,2011,1.981,81.512,63125894,4.3,37328
France,2012,1.981,81.663,63457777,4.3,37227
France,2013,1.98,81.81,63782963,4.4,37309
French Guiana,1964,5.076,61.143,37711,,
French Guiana,1965,5.08,62.1,39347,,
French Guiana,1966,5.059,63.001,41100,,
French Guiana,1967,5.006,63.798,42960,,
French Guiana,1968,4.921,64.46,44870,,
French Guiana,1969,4.803,64.974,46754,,
French Guiana,1970,4.653,65.337,48561,,
French Guiana,1971,4.471,65.566,50282,,
French Guiana,1972,4.267,65.706,51945,,
French Guiana,1973,4.055,65.809,53580,,
French Guiana,1974,3.847,65.906,55233,,
French Guiana,1975,3.659,66.037,56949,,
French Guiana,1976,3.508,66.237,58740,,
French Guiana,1977,3.402,66.514,60634,,
French Guiana,1978,3.343,66.867,62711,,
French Guiana,1979,3.332,67.296,65073,,
French Guiana,1980,3.361,67.786,67799,46.99,
French Guiana,1981,3.417,68.31,70882,44.07,
French Guiana,1982,3.484,68.834,74316,41.21,
French Guiana,1983,3.548,69.331,78174,38.58,
French Guiana,1984,3.603,69.788,82548,36.24,
French Guiana,1985,3.65,70.201,87473,34.25,
French Guiana,1986,3.691,70.573,93019,32.57,
French Guiana,1987,3.737,70.924,99097,31.08,
French Guiana,1988,3.791,71.265,105392,29.71,
French Guiana,1989,3.851,71.602,111472,28.41,
French Guiana,1990,3.912,71.938,117038,27.17,
French Guiana,1991,3.967,72.274,121979,25.99,
French Guiana,1992,4.011,72.607,126405,24.88,
French Guiana,1993,4.037,72.934,130513,23.83,
French Guiana,1994,4.044,73.251,134605,22.85,
French Guiana,1995,4.032,73.555,138916,21.92,
French Guiana,1996,4.005,73.839,143449,21.03,
French Guiana,1997,3.967,74.101,148169,20.17,
French Guiana,1998,3.923,74.34,153227,19.33,
French Guiana,1999,3.875,74.554,158797,18.52,
French Guiana,2000,3.823,74.745,164983,17.71,
French Guiana,2001,3.765,74.915,171889,16.9,
French Guiana,2002,3.7,75.068,179424,16.1,
French Guiana,2003,3.627,75.212,187247,15.31,
French Guiana,2004,3.549,75.353,194882,14.55,
French Guiana,2005,3.469,75.498,201993,13.83,
French Guiana,2006,3.392,75.654,208451,13.17,
French Guiana,2007,3.321,75.824,214366,12.6,
French Guiana,2008,3.257,76.009,219931,12.11,
French Guiana,2009,3.204,76.21,225451,11.72,
French Guiana,2010,3.159,76.426,231151,11.41,
French Guiana,2011,3.122,76.653,237080,11.2,
French Guiana,2012,3.089,76.887,243172,11.05,
French Guiana,2013,3.058,77.121,249408,10.95,
French Polynesia,1964,5.368,57.845,89768,,
French Polynesia,1965,5.314,58.242,92859,,
French Polynesia,1966,5.267,58.654,96177,,
French Polynesia,1967,5.222,59.061,99708,,
French Polynesia,1968,5.174,59.452,103387,,
French Polynesia,1969,5.12,59.828,107129,,
French Polynesia,1970,5.057,60.184,110872,,
French Polynesia,1971,4.98,60.518,114591,,
French Polynesia,1972,4.889,60.836,118303,,
French Polynesia,1973,4.785,61.147,122041,,
French Polynesia,1974,4.67,61.465,125862,,
French Polynesia,1975,4.548,61.816,129803,,
French Polynesia,1976,4.423,62.23,133865,,
French Polynesia,1977,4.301,62.717,138027,,
French Polynesia,1978,4.185,63.278,142290,,
French Polynesia,1979,4.08,63.902,146651,,
French Polynesia,1980,3.989,64.562,151098,49.95,
French Polynesia,1981,3.916,65.22,155637,44.96,
French Polynesia,1982,3.858,65.84,160251,40.04,
French Polynesia,1983,3.812,66.394,164893,35.41,
French Polynesia,1984,3.774,66.871,169500,31.24,
French Polynesia,1985,3.738,67.267,174024,27.71,
French Polynesia,1986,3.697,67.594,178450,24.94,
French Polynesia,1987,3.645,67.879,182788,22.9,
French Polynesia,1988,3.579,68.149,187044,21.47,
French Polynesia,1989,3.497,68.418,191237,20.56,
French Polynesia,1990,3.4,68.7,195383,19.97,
French Polynesia,1991,3.291,69.005,199464,19.47,
French Polynesia,1992,3.175,69.332,203481,18.85,
French Polynesia,1993,3.059,69.68,207494,17.99,
French Polynesia,1994,2.946,70.047,211583,16.83,
French Polynesia,1995,2.841,70.43,215798,15.44,
French Polynesia,1996,2.745,70.821,220172,13.97,
French Polynesia,1997,2.66,71.209,224667,12.61,
French Polynesia,1998,2.585,71.587,229171,11.51,
French Polynesia,1999,2.52,71.955,233532,10.74,
French Polynesia,2000,2.463,72.313,237638,10.27,
French Polynesia,2001,2.414,72.669,241448,10.08,
French Polynesia,2002,2.37,73.03,245000,10.03,
French Polynesia,2003,2.329,73.397,248357,10.03,
French Polynesia,2004,2.289,73.767,251622,10.02,
French Polynesia,2005,2.251,74.133,254870,9.96,
French Polynesia,2006,2.216,74.484,258119,9.82,
French Polynesia,2007,2.184,74.812,261345,9.61,
French Polynesia,2008,2.156,75.109,264541,9.34,
French Polynesia,2009,2.132,75.377,267685,9.01,
French Polynesia,2010,2.11,75.618,270764,8.64,
French Polynesia,2011,2.092,75.838,273777,8.24,
French Polynesia,2012,2.075,76.048,276731,7.84,
French Polynesia,2013,2.058,76.257,279632,7.46,
Gabon,1964,4.694,41.587,498162,241.9,2454
Gabon,1965,4.766,42.347,501880,233.06,2807
Gabon,1966,4.834,43.184,505765,222.77,2679
Gabon,1967,4.899,44.06,509973,212.7,3219
Gabon,1968,4.961,44.943,514963,203.93,3423
Gabon,1969,5.021,45.817,521339,194.25,3836
Gabon,1970,5.081,46.67,529526,185.03,4656
Gabon,1971,5.143,47.499,539728,176.25,5793
Gabon,1972,5.208,48.316,551811,167.88,6180
Gabon,1973,5.275,49.129,565441,159.92,8349
Gabon,1974,5.343,49.939,580101,152.33,18287
Gabon,1975,5.412,50.75,595417,145.1,18169
Gabon,1976,5.48,51.567,611293,138.21,21774
Gabon,1977,5.543,52.392,627846,131.65,20699
Gabon,1978,5.6,53.224,645160,125.4,22649
Gabon,1979,5.648,54.062,663387,121.1,24502
Gabon,1980,5.684,54.908,682641,116.8,27736
Gabon,1981,5.709,55.766,702923,112.7,27631
Gabon,1982,5.722,56.628,724185,108.8,24800
Gabon,1983,5.723,57.48,746424,105.4,26740
Gabon,1984,5.712,58.303,769635,102.3,25707
Gabon,1985,5.689,59.068,793810,99.6,23142
Gabon,1986,5.654,59.75,818863,97.4,18203
Gabon,1987,5.609,60.329,844775,95.7,16383
Gabon,1988,5.554,60.793,871675,94.2,15076
Gabon,1989,5.491,61.136,899739,93.1,19870
Gabon,1990,5.421,61.357,929044,92.2,19358
Gabon,1991,5.343,61.463,959631,91.3,19995
Gabon,1992,5.259,61.479,991289,90.4,18868
Gabon,1993,5.17,61.426,1023531,89.5,19101
Gabon,1994,5.078,61.319,1055707,88.6,19298
Gabon,1995,4.987,61.159,1087327,87.8,19738
Gabon,1996,4.898,60.939,1118215,87,19933
Gabon,1997,4.814,60.663,1148416,86.2,20545
Gabon,1998,4.735,60.349,1177936,85.4,20729
Gabon,1999,4.664,60.027,1206862,84.6,18413
Gabon,2000,4.6,59.744,1235274,83.6,17630
Gabon,2001,4.544,59.55,1263165,82.3,17579
Gabon,2002,4.494,59.475,1290532,80.8,17126
Gabon,2003,4.449,59.534,1317484,79.2,17105
Gabon,2004,4.408,59.732,1344171,77.3,16822
Gabon,2005,4.37,60.056,1370729,75.3,17069
Gabon,2006,4.335,60.477,1397192,73.2,16059
Gabon,2007,4.304,60.949,1423637,70.7,16693
Gabon,2008,4.275,61.43,1450310,68,15800
Gabon,2009,4.246,61.896,1477514,65.5,15238
Gabon,2010,4.214,62.333,1505463,63,15982
Gabon,2011,4.178,62.735,1534262,60.5,16590
Gabon,2012,4.136,63.115,1563873,57.9,17252
Gabon,2013,4.087,63.48,1594205,56.1,17580
Gambia,1964,5.776,33.523,402436,338.3,1312
Gambia,1965,5.83,34.076,409450,332.4,1412
Gambia,1966,5.884,34.711,417350,326.5,1597
Gambia,1967,5.938,35.417,426005,320.5,1602
Gambia,1968,5.991,36.178,435647,314.6,1575
Gambia,1969,6.043,36.985,446488,308.8,1691
Gambia,1970,6.093,37.824,458663,302.6,1478
Gambia,1971,6.141,38.685,472432,296.4,1597
Gambia,1972,6.185,39.556,487790,290,1660
Gambia,1973,6.226,40.429,504267,283.5,1684
Gambia,1974,6.262,41.293,521186,276.9,1956
Gambia,1975,6.293,42.146,538110,270.4,1778
Gambia,1976,6.316,42.989,554910,263.9,1923
Gambia,1977,6.333,43.827,571891,257.5,1957
Gambia,1978,6.342,44.66,589570,251.2,1799
Gambia,1979,6.343,45.483,608680,244.9,2028
Gambia,1980,6.337,46.293,629786,238.5,1772
Gambia,1981,6.323,47.089,652817,231.9,1703
Gambia,1982,6.303,47.864,677685,225.3,1861
Gambia,1983,6.277,48.61,704894,218.3,1586
Gambia,1984,6.248,49.318,735056,211.2,1494
Gambia,1985,6.219,49.97,768460,204,1323
Gambia,1986,6.19,50.55,805491,196.8,1347
Gambia,1987,6.164,51.053,845642,189.9,1371
Gambia,1988,6.141,51.481,887224,183.1,1463
Gambia,1989,6.123,51.84,927937,176.6,1510
Gambia,1990,6.107,52.145,966151,170.2,1517
Gambia,1991,6.095,52.413,1001252,164.2,1510
Gambia,1992,6.083,52.666,1033748,158.5,1513
Gambia,1993,6.07,52.923,1064522,152.9,1515
Gambia,1994,6.056,53.194,1094974,147.5,1475
Gambia,1995,6.039,53.487,1126183,142.4,1448
Gambia,1996,6.018,53.801,1158308,137.4,1439
Gambia,1997,5.995,54.127,1191155,132.5,1468
Gambia,1998,5.97,54.455,1225044,127.9,1477
Gambia,1999,5.944,54.785,1260283,123.2,1527
Gambia,2000,5.917,55.115,1297084,118.8,1564
Gambia,2001,5.891,55.444,1335674,114.5,1606
Gambia,2002,5.867,55.771,1376035,110.2,1506
Gambia,2003,5.845,56.094,1417818,106,1559
Gambia,2004,5.827,56.411,1460493,101.9,1617
Gambia,2005,5.812,56.721,1503678,97.9,1552
Gambia,2006,5.803,57.021,1547259,94.2,1521
Gambia,2007,5.799,57.31,1591357,90.6,1528
Gambia,2008,5.798,57.588,1636107,87.4,1566
Gambia,2009,5.798,57.854,1681734,84.3,1615
Gambia,2010,5.796,58.109,1728394,81.4,1667
Gambia,2011,5.789,58.354,1776103,78.6,1545
Gambia,2012,5.775,58.59,1824777,76.1,1584
Gambia,2013,5.751,58.818,1874360,73.6,1608
Georgia,1964,2.864,65.293,4419666,85.37,3707
Georgia,1965,2.801,65.696,4477493,83.69,3877
Georgia,1966,2.737,66.086,4530176,82.04,4128
Georgia,1967,2.68,66.458,4578194,80.42,4347
Georgia,1968,2.637,66.809,4622680,78.84,4505
Georgia,1969,2.609,67.139,4665358,77.29,4685
Georgia,1970,2.595,67.456,4707491,75.77,5212
Georgia,1971,2.588,67.77,4749634,74.28,5303
Georgia,1972,2.579,68.086,4791473,72.82,5415
Georgia,1973,2.563,68.405,4832396,71.38,5727
Georgia,1974,2.537,68.721,4871428,69.98,6192
Georgia,1975,2.502,69.016,4907996,68.6,6611
Georgia,1976,2.461,69.268,4941721,66.3,6979
Georgia,1977,2.419,69.461,4973247,64.3,7425
Georgia,1978,2.379,69.591,5004247,62.3,7941
Georgia,1979,2.343,69.664,5036986,60.2,8485
Georgia,1980,2.315,69.698,5073000,58.3,8825
Georgia,1981,2.296,69.724,5111551,56.5,9236
Georgia,1982,2.284,69.766,5151606,54.7,9363
Georgia,1983,2.277,69.841,5193836,53.2,9703
Georgia,1984,2.275,69.952,5239068,51.8,10158
Georgia,1985,2.273,70.081,5287002,50.7,10580
Georgia,1986,2.269,70.202,5339661,49.8,9633
Georgia,1987,2.26,70.287,5394502,49.1,9670
Georgia,1988,2.243,70.321,5441216,48.6,10135
Georgia,1989,2.217,70.309,5466100,48.1,9379
Georgia,1990,2.18,70.265,5459999,47.7,8018
Georgia,1991,2.132,70.216,5418521,47.2,6282
Georgia,1992,2.076,70.192,5346229,46.6,3435
Georgia,1993,2.013,70.217,5254049,46,2410
Georgia,1994,1.946,70.303,5157814,45.2,2181
Georgia,1995,1.879,70.455,5069269,44.3,2298
Georgia,1996,1.812,70.671,4992336,43,2621
Georgia,1997,1.749,70.935,4924569,41.5,2951
Georgia,1998,1.692,71.225,4863694,39.8,3072
Georgia,1999,1.643,71.531,4805140,37.8,3185
Georgia,2000,1.609,71.839,4745765,35.7,3269
Georgia,2001,1.592,72.137,4685331,33.4,3451
Georgia,2002,1.593,72.418,4626034,31.1,3664
Georgia,2003,1.609,72.676,4569880,28.9,4096
Georgia,2004,1.639,72.909,4519607,26.7,4346
Georgia,2005,1.678,73.112,4477006,24.6,4716
Georgia,2006,1.719,73.29,4442825,22.7,5116
Georgia,2007,1.758,73.45,4415956,20.9,5760
Georgia,2008,1.788,73.599,4394018,19.3,5900
Georgia,2009,1.809,73.743,4373630,17.9,5642
Georgia,2010,1.82,73.883,4352244,16.6,5938
Georgia,2011,1.822,74.023,4329026,15.5,6322
Georgia,2012,1.82,74.162,4304363,14.4,6702
Georgia,2013,1.817,74.301,4278410,13.4,6930
Germany,1964,2.494,70.65110012,75363329,34.49,17100
Germany,1965,2.479,70.63449753,75963700,32.67,17838
Germany,1966,2.438,70.74810838,76518660,30.94,18262
Germany,1967,2.37,70.96995155,77026811,29.31,18311
Germany,1968,2.278,70.61544439,77477619,27.2,19254
Germany,1969,2.165,70.46489621,77860668,26.4,20409
Germany,1970,2.042,70.70415699,78169287,25.7,21218
Germany,1971,1.917,70.92023919,78398250,24.9,21695
Germany,1972,1.8,71.14420162,78549958,24,22497
Germany,1973,1.7,71.39086318,78635758,23.1,23461
Germany,1974,1.62,71.69290835,78672415,22,23662
Germany,1975,1.563,71.53856534,78673559,20.8,23630
Germany,1976,1.527,71.99998686,78648816,19.5,24904
Germany,1977,1.504,72.61065315,78600404,18.3,25678
Germany,1978,1.489,72.58410589,78526576,17.1,26444
Germany,1979,1.479,72.94323955,78422458,16,27515
Germany,1980,1.472,73.11664883,78288577,15,27765
Germany,1981,1.467,73.35397106,78124452,14.1,27846
Germany,1982,1.463,73.65699814,77944929,13.2,27645
Germany,1983,1.46,73.93552841,77784306,12.5,28227
Germany,1984,1.457,74.41389786,77686865,11.8,29135
Germany,1985,1.452,74.51755747,77684875,11.1,29851
Germany,1986,1.441,74.72495746,77783439,10.6,30514
Germany,1987,1.426,75.12292896,77974722,10.1,30986
Germany,1988,1.406,75.2959479,78260173,9.5,31906
Germany,1989,1.383,75.47804596,78637382,9,32706
Germany,1990,1.359,75.36787333,79098094,8.5,31476
Germany,1991,1.337,75.59077955,79651903,8,32844
Germany,1992,1.321,76.04479778,80282985,7.6,33221
Germany,1993,1.311,76.12218832,80926118,7.2,32689
Germany,1994,1.309,76.42427978,81495194,6.8,33375
Germany,1995,1.313,76.60818923,81929441,6.5,33843
Germany,1996,1.322,76.83810683,82200333,6.2,34008
Germany,1997,1.331,77.28068342,82326019,5.9,34578
Germany,1998,1.34,77.64061982,82350467,5.7,35254
Germany,1999,1.347,77.87648215,82341545,5.5,35931
Germany,2000,1.35,78.14127463,82349027,5.4,36953
Germany,2001,1.352,78.49830768,82384256,5.2,37517
Germany,2002,1.352,78.5806085,82432026,5.1,37458
Germany,2003,1.351,78.64897055,82484111,5,37167
Germany,2004,1.352,79.23895851,82524343,4.9,37614
Germany,2005,1.353,79.38040311,82540739,4.7,37901
Germany,2006,1.356,79.71853382,82536138,4.6,39352
Germany,2007,1.361,79.88331492,82516297,4.5,40693
Germany,2008,1.368,79.96925873,82475271,4.4,41199
Germany,2009,1.376,80.07800038,82405365,4.3,38975
Germany,2010,1.386,80.23972189,82302465,4.2,40632
Germany,2011,1.397,80.52363277,82162512,4.1,42080
Germany,2012,1.408,80.578,81990837,4,42959
Germany,2013,1.419,80.743,81804228,3.9,42887
Ghana,1964,6.893,47.47,7610752,203.8,2322
Ghana,1965,6.918,47.824,7807845,203.1,2290
Ghana,1966,6.937,48.156,7986643,202.9,2230
Ghana,1967,6.95,48.469,8150359,202.7,2208
Ghana,1968,6.957,48.768,8310713,202.8,2177
Ghana,1969,6.957,49.056,8484140,202.5,2240
Ghana,1970,6.95,49.339,8681818,201.9,2455
Ghana,1971,6.936,49.623,8911291,200.7,2527
Ghana,1972,6.915,49.911,9167822,198.5,2396
Ghana,1973,6.888,50.204,9435673,195.3,2458
Ghana,1974,6.855,50.505,9692196,191,2559
Ghana,1975,6.815,50.809,9922663,185.9,2190
Ghana,1976,6.771,51.11,10119038,180.7,2072
Ghana,1977,6.721,51.405,10290712,175.8,2085
Ghana,1978,6.665,51.693,10461377,171.6,2226
Ghana,1979,6.605,51.977,10664342,168.4,2130
Ghana,1980,6.539,52.268,10922708,166.2,2090
Ghana,1981,6.468,52.575,11246007,164.6,1960
Ghana,1982,6.392,52.907,11624726,163.1,1766
Ghana,1983,6.31,53.272,12039663,161.3,1628
Ghana,1984,6.223,53.67,12462279,158.5,1710
Ghana,1985,6.131,54.111,12871965,154.6,1740
Ghana,1986,6.035,54.605,13261929,149.7,1778
Ghana,1987,5.935,55.14,13638708,144.1,1813
Ghana,1988,5.831,55.697,14010951,138.2,1865
Ghana,1989,5.725,56.251,14392619,132.6,1909
Ghana,1990,5.616,56.755,14793415,127.4,1920
Ghana,1991,5.505,57.16,15216133,123.1,1965
Ghana,1992,5.392,57.439,15655847,119.7,1985
Ghana,1993,5.278,57.583,16105502,117.1,2024
Ghana,1994,5.165,57.598,16554855,115.1,2036
Ghana,1995,5.058,57.507,16996901,113.4,2066
Ghana,1996,4.959,57.347,17429209,111.6,2110
Ghana,1997,4.87,57.171,17855250,109.5,2148
Ghana,1998,4.793,57.032,18281113,106.9,2199
Ghana,1999,4.727,56.962,18715676,104,2244
Ghana,2000,4.669,56.996,19165490,100.7,2273
Ghana,2001,4.617,57.157,19632265,97.3,2306
Ghana,2002,4.566,57.431,20114361,94.2,2350
Ghana,2003,4.512,57.797,20610897,91.3,2409
Ghana,2004,4.455,58.237,21119911,88.7,2479
Ghana,2005,4.392,58.718,21639806,86.5,2558
Ghana,2006,4.326,59.203,22170556,84.4,2652
Ghana,2007,4.257,59.656,22712403,82.2,2751
Ghana,2008,4.188,60.051,23264176,79.9,2907
Ghana,2009,4.119,60.375,23824402,77.4,2934
Ghana,2010,4.052,60.626,24391823,74.7,3091
Ghana,2011,3.985,60.818,24965816,71.9,3446
Ghana,2012,3.92,60.979,25545939,69.2,3685
Ghana,2013,3.857,61.132,26131336,66.5,3873
Greece,1964,2.259,69.493,8509724,49.4,8197
Greece,1965,2.289,69.699,8551005,47.7,8931
Greece,1966,2.32,69.895,8596595,46.2,9414
Greece,1967,2.345,70.107,8646013,44.6,9822
Greece,1968,2.361,70.354,8697173,42.7,10458
Greece,1969,2.367,70.638,8746781,40.1,11466
Greece,1970,2.364,70.949,8793002,37.5,12366
Greece,1971,2.357,71.269,8833582,35.4,13227
Greece,1972,2.351,71.576,8870711,34.1,14818
Greece,1973,2.347,71.853,8912166,33.2,15373
Greece,1974,2.346,72.101,8968522,32.4,14801
Greece,1975,2.344,72.329,9046544,31.4,15594
Greece,1976,2.336,72.554,9149987,30.1,16413
Greece,1977,2.317,72.793,9274357,28.6,16765
Greece,1978,2.284,73.059,9408034,26.8,17707
Greece,1979,2.236,73.354,9534673,25.1,18184
Greece,1980,2.172,73.667,9642504,23.4,18373
Greece,1981,2.094,73.985,9728220,21.9,18270
Greece,1982,2.006,74.291,9795461,20.6,18286
Greece,1983,1.914,74.575,9848045,19.5,18309
Greece,1984,1.82,74.837,9892518,18.4,18776
